"abbreviation","type","subtype","lowbnd","uppbnd"
"r0082","core","internal",0,1000
"r0120","core","internal",0,1000
"r0127","core","internal",0,1000
"r0163c","core","internal",0,1000
"r0339","core","internal",0,1000
"r0345","core","internal",-1000,1000
"r0392","core","internal",-1000,1000
"r0422","core","internal",-1000,1000
"r0502","core","internal",0,1000
"r0556ci","core","internal",0,1000
"r0570","core","internal",-1000,1000
"r0578","core","internal",-1000,1000
"r0671","core","internal",0,1000
"r0708","core","internal",0,1000
"r0775","core","internal",0,1000
"r0777","core","internal",0,1000
"r1106","core","internal",-1000,1000
"r1144","core","internal",0,1000
"r1162","core","internal",0,1000
"r2137","core","internal",-1000,1000
"rtranscription","core","internal",0,1000
"sink_PGPm1_c","core","internal",-1,1000
"sink_thissh_c","core","internal",-1,1000
"t7ACZP","core","internal",-1000,1000
"tANZP","core","internal",-1000,1000
"tCAP","core","internal",-1000,1000
"tCZP","core","internal",-1000,1000
"tNCAP","core","internal",-1000,1000
"tNZP","core","internal",-1000,1000
"biomass013","core","internal",0,1000
