"id","is_core","is_boundary"
"14mpentdecACP_c",TRUE,FALSE
"14mtpalm2eACP_c",TRUE,FALSE
"14mtpentdec2eACP_c",TRUE,FALSE
"15dap_c",TRUE,FALSE
"15dap_e",TRUE,FALSE
"15m3hpalmACP_c",TRUE,FALSE
"15m3opalmACP_c",TRUE,FALSE
"15mpalmACP_c",TRUE,FALSE
"15mtpalm2eACP_c",TRUE,FALSE
"1agpe120_c",TRUE,FALSE
"1agpe140_c",TRUE,FALSE
"1agpe141_c",TRUE,FALSE
"1agpe160_c",TRUE,FALSE
"1agpe161_c",TRUE,FALSE
"1agpe180_c",TRUE,FALSE
"1agpe181_c",TRUE,FALSE
"1agpg120_c",TRUE,FALSE
"1agpg140_c",TRUE,FALSE
"1agpg141_c",TRUE,FALSE
"1agpg160_c",TRUE,FALSE
"1agpg161_c",TRUE,FALSE
"1agpg180_c",TRUE,FALSE
"1agpg181_c",TRUE,FALSE
"1aihpdecg3p_c",TRUE,FALSE
"1aipdecg3p_c",TRUE,FALSE
"1ddecg3p_c",TRUE,FALSE
"1hdec9eg3p_c",TRUE,FALSE
"1hdecg3p_c",TRUE,FALSE
"1ihdecg3p_c",TRUE,FALSE
"1ihpdecg3p_c",TRUE,FALSE
"1ipdecg3p_c",TRUE,FALSE
"1itdecg3p_c",TRUE,FALSE
"1odec11eg3p_c",TRUE,FALSE
"1odecg3p_c",TRUE,FALSE
"1p3h5c_c",TRUE,FALSE
"1pipdn2c_c",TRUE,FALSE
"1pyr5c_c",TRUE,FALSE
"1tdec7eg3p_c",TRUE,FALSE
"1tdecg3p_c",TRUE,FALSE
"23camp_c",TRUE,FALSE
"23ccmp_c",TRUE,FALSE
"23cgmp_c",TRUE,FALSE
"23cump_c",TRUE,FALSE
"23ddhb_c",TRUE,FALSE
"23dhb_c",TRUE,FALSE
"23dhba_c",TRUE,FALSE
"23dhdp_c",TRUE,FALSE
"23dhmb_c",TRUE,FALSE
"23dhmp_c",TRUE,FALSE
"23doguln_c",TRUE,FALSE
"25aics_c",TRUE,FALSE
"25dhpp_c",TRUE,FALSE
"25dkglcn_c",TRUE,FALSE
"26dap__LL_c",TRUE,FALSE
"26dap__M_c",TRUE,FALSE
"2agpe120_c",TRUE,FALSE
"2agpe140_c",TRUE,FALSE
"2agpe141_c",TRUE,FALSE
"2agpe160_c",TRUE,FALSE
"2agpe161_c",TRUE,FALSE
"2agpe180_c",TRUE,FALSE
"2agpe181_c",TRUE,FALSE
"2agpg120_c",TRUE,FALSE
"2agpg140_c",TRUE,FALSE
"2agpg141_c",TRUE,FALSE
"2agpg160_c",TRUE,FALSE
"2agpg161_c",TRUE,FALSE
"2agpg180_c",TRUE,FALSE
"2agpg181_c",TRUE,FALSE
"2ahbut_c",TRUE,FALSE
"2ahhmd_c",TRUE,FALSE
"2ahhmp_c",TRUE,FALSE
"2aobut_c",TRUE,FALSE
"2cpr5p_c",TRUE,FALSE
"2dda7p_c",TRUE,FALSE
"2ddecg3p_c",TRUE,FALSE
"2ddg6p_c",TRUE,FALSE
"2ddglcn_c",TRUE,FALSE
"2ddglcn_e",TRUE,FALSE
"2dh3dgal6p_c",TRUE,FALSE
"2dh3dgal_c",TRUE,FALSE
"2dh3dglc_c",TRUE,FALSE
"2dhglcn_c",TRUE,FALSE
"2dhguln_c",TRUE,FALSE
"2dhp_c",TRUE,FALSE
"2dmmq8_c",TRUE,FALSE
"2dmmql8_c",TRUE,FALSE
"2dr1p_c",TRUE,FALSE
"2dr5p_c",TRUE,FALSE
"2h3oppan_c",TRUE,FALSE
"2hdec9eg3p_c",TRUE,FALSE
"2hdecg3p_c",TRUE,FALSE
"2hymeph_c",TRUE,FALSE
"2ippm_c",TRUE,FALSE
"2maacoa_c",TRUE,FALSE
"2mahmp_c",TRUE,FALSE
"2mb2coa_c",TRUE,FALSE
"2mbcoa_c",TRUE,FALSE
"2mbutACP_c",TRUE,FALSE
"2mcacn_c",TRUE,FALSE
"2mcit_c",TRUE,FALSE
"2me4p_c",TRUE,FALSE
"2mecdp_c",TRUE,FALSE
"2mop_c",TRUE,FALSE
"2mp2coa_c",TRUE,FALSE
"2mpropACP_c",TRUE,FALSE
"2obut_c",TRUE,FALSE
"2odec11eg3p_c",TRUE,FALSE
"2odecg3p_c",TRUE,FALSE
"2ohph_c",TRUE,FALSE
"2ombz_c",TRUE,FALSE
"2ommb_c",TRUE,FALSE
"2omph_c",TRUE,FALSE
"2oph_c",TRUE,FALSE
"2p4c2me_c",TRUE,FALSE
"2pg_c",TRUE,FALSE
"2pglyc_c",TRUE,FALSE
"2s5epchc_c",TRUE,FALSE
"2shchc_c",TRUE,FALSE
"2tdec7eg3p_c",TRUE,FALSE
"2tdecg3p_c",TRUE,FALSE
"33hmeoxobut_c",TRUE,FALSE
"34hpp_c",TRUE,FALSE
"3a2opp_c",TRUE,FALSE
"3amp_c",TRUE,FALSE
"3c2hmp_c",TRUE,FALSE
"3c3hmp_c",TRUE,FALSE
"3c4mop_c",TRUE,FALSE
"3cmp_c",TRUE,FALSE
"3dhguln_c",TRUE,FALSE
"3dhgulnp_c",TRUE,FALSE
"3dhq_c",TRUE,FALSE
"3dhsk_c",TRUE,FALSE
"3gmp_c",TRUE,FALSE
"3h3mop_c",TRUE,FALSE
"3haACP_c",TRUE,FALSE
"3hadpcoa_c",TRUE,FALSE
"3hbcoa_c",TRUE,FALSE
"3hbcoa__R_c",TRUE,FALSE
"3hcinnm_c",TRUE,FALSE
"3hdcoa_c",TRUE,FALSE
"3hddcoa_c",TRUE,FALSE
"3hddecACP_c",TRUE,FALSE
"3hdecACP_c",TRUE,FALSE
"3hgACPm_c",TRUE,FALSE
"3hhcoa_c",TRUE,FALSE
"3hhdcoa_c",TRUE,FALSE
"3hhexACP_c",TRUE,FALSE
"3hibutcoa_c",TRUE,FALSE
"3hmbcoa_c",TRUE,FALSE
"3hmp_c",TRUE,FALSE
"3hmrsACP_c",TRUE,FALSE
"3hocoa_c",TRUE,FALSE
"3hoctACP_c",TRUE,FALSE
"3hoctaACP_c",TRUE,FALSE
"3hpACPm_c",TRUE,FALSE
"3hpalmACP_c",TRUE,FALSE
"3hpppn_c",TRUE,FALSE
"3hpppn_e",TRUE,FALSE
"3htdcoa_c",TRUE,FALSE
"3ig3p_c",TRUE,FALSE
"3mbutACP_c",TRUE,FALSE
"3mob_c",TRUE,FALSE
"3mop_c",TRUE,FALSE
"3odcoa_c",TRUE,FALSE
"3oddcoa_c",TRUE,FALSE
"3oddecACP_c",TRUE,FALSE
"3odecACP_c",TRUE,FALSE
"3ogACPm_c",TRUE,FALSE
"3ohcoa_c",TRUE,FALSE
"3ohdcoa_c",TRUE,FALSE
"3ohexACP_c",TRUE,FALSE
"3omrsACP_c",TRUE,FALSE
"3oocoa_c",TRUE,FALSE
"3ooctACP_c",TRUE,FALSE
"3ooctdACP_c",TRUE,FALSE
"3opACPm_c",TRUE,FALSE
"3opalmACP_c",TRUE,FALSE
"3ophb_c",TRUE,FALSE
"3otdcoa_c",TRUE,FALSE
"3padsel_c",TRUE,FALSE
"3pg_c",TRUE,FALSE
"3php_c",TRUE,FALSE
"3psme_c",TRUE,FALSE
"3ump_c",TRUE,FALSE
"4abut_c",TRUE,FALSE
"4abut_e",TRUE,FALSE
"4abutn_c",TRUE,FALSE
"4abz_c",TRUE,FALSE
"4adcho_c",TRUE,FALSE
"4ahmmp_c",TRUE,FALSE
"4ampm_c",TRUE,FALSE
"4c2me_c",TRUE,FALSE
"4h2oglt_c",TRUE,FALSE
"4h2opntn_c",TRUE,FALSE
"4hba_c",TRUE,FALSE
"4hbz_c",TRUE,FALSE
"4hbz_e",TRUE,FALSE
"4hoxpacd_c",TRUE,FALSE
"4hoxpacd_e",TRUE,FALSE
"4hpro__LT_c",TRUE,FALSE
"4hthr_c",TRUE,FALSE
"4m3hhexACP_c",TRUE,FALSE
"4m3hpentACP_c",TRUE,FALSE
"4m3ohexACP_c",TRUE,FALSE
"4m3opentACP_c",TRUE,FALSE
"4mhetz_c",TRUE,FALSE
"4mhexACP_c",TRUE,FALSE
"4mop_c",TRUE,FALSE
"4mpentACP_c",TRUE,FALSE
"4mpetz_c",TRUE,FALSE
"4mthex2eACP_c",TRUE,FALSE
"4mtpent2eACP_c",TRUE,FALSE
"4pasp_c",TRUE,FALSE
"4per_c",TRUE,FALSE
"4ppan_c",TRUE,FALSE
"4ppcys_c",TRUE,FALSE
"4r5au_c",TRUE,FALSE
"56dthm_c",TRUE,FALSE
"56dura_c",TRUE,FALSE
"5aizc_c",TRUE,FALSE
"5aop_c",TRUE,FALSE
"5aprbu_c",TRUE,FALSE
"5apru_c",TRUE,FALSE
"5aptn_c",TRUE,FALSE
"5dglcn_c",TRUE,FALSE
"5dh4dglc_c",TRUE,FALSE
"5drib_c",TRUE,FALSE
"5fthf_c",TRUE,FALSE
"5hxudidzcba_c",TRUE,FALSE
"5m3hhexACP_c",TRUE,FALSE
"5m3ohexACP_c",TRUE,FALSE
"5mhexACP_c",TRUE,FALSE
"5mta_c",TRUE,FALSE
"5mtc_c",TRUE,FALSE
"5mthex2eACP_c",TRUE,FALSE
"5mthf_c",TRUE,FALSE
"5mthglu_c",TRUE,FALSE
"5mtr_c",TRUE,FALSE
"5prdmbz_c",TRUE,FALSE
"5thf_c",TRUE,FALSE
"6a2ohxnt_c",TRUE,FALSE
"6hmhpt_c",TRUE,FALSE
"6hmhptpp_c",TRUE,FALSE
"6m3hheptACP_c",TRUE,FALSE
"6m3hocACP_c",TRUE,FALSE
"6m3oheptACP_c",TRUE,FALSE
"6m3oocACP_c",TRUE,FALSE
"6mheptACP_c",TRUE,FALSE
"6mocACP_c",TRUE,FALSE
"6mthept2eACP_c",TRUE,FALSE
"6mtoct2eACP_c",TRUE,FALSE
"6pgc_c",TRUE,FALSE
"6pgg_c",TRUE,FALSE
"6pgl_c",TRUE,FALSE
"7dhcdchol_e",TRUE,FALSE
"7m3hocACP_c",TRUE,FALSE
"7m3oocACP_c",TRUE,FALSE
"7mocACP_c",TRUE,FALSE
"7mtoct2eACP_c",TRUE,FALSE
"7ocholate_c",TRUE,FALSE
"7ocholate_e",TRUE,FALSE
"8aonn_c",TRUE,FALSE
"8m3hdcaACP_c",TRUE,FALSE
"8m3hnonACP_c",TRUE,FALSE
"8m3odcaACP_c",TRUE,FALSE
"8m3ononACP_c",TRUE,FALSE
"8mdcaACP_c",TRUE,FALSE
"8mnonACP_c",TRUE,FALSE
"8mtdec2eACP_c",TRUE,FALSE
"8mtnon2eACP_c",TRUE,FALSE
"9m3hdcaACP_c",TRUE,FALSE
"9m3odcaACP_c",TRUE,FALSE
"9mdcaACP_c",TRUE,FALSE
"9mtdec2eACP_c",TRUE,FALSE
"ACP_c",TRUE,FALSE
"C02528_e",TRUE,FALSE
"C11821_c",TRUE,FALSE
"CE5656_c",TRUE,FALSE
"HC00695_c",TRUE,FALSE
"HC00955_c",TRUE,FALSE
"HC01104_c",TRUE,FALSE
"HC01434_c",TRUE,FALSE
"HC01435_c",TRUE,FALSE
"HC01577_c",TRUE,FALSE
"HC01609_c",TRUE,FALSE
"HC01651_c",TRUE,FALSE
"HC01652_c",TRUE,FALSE
"HC01668_c",TRUE,FALSE
"HC01700_c",TRUE,FALSE
"HC01710_c",TRUE,FALSE
"L2aadp6sa_c",TRUE,FALSE
"Largn_c",TRUE,FALSE
"Lcyst_c",TRUE,FALSE
"Lcyst_e",TRUE,FALSE
"MGlcn100_e",TRUE,FALSE
"MGlcn100__rl_e",TRUE,FALSE
"MGlcn101_e",TRUE,FALSE
"MGlcn101__rl_e",TRUE,FALSE
"MGlcn102_e",TRUE,FALSE
"MGlcn102__rl_e",TRUE,FALSE
"MGlcn104_e",TRUE,FALSE
"MGlcn104__rl_e",TRUE,FALSE
"MGlcn105_e",TRUE,FALSE
"MGlcn105__rl_e",TRUE,FALSE
"MGlcn106_e",TRUE,FALSE
"MGlcn106__rl_e",TRUE,FALSE
"MGlcn107_e",TRUE,FALSE
"MGlcn107__rl_e",TRUE,FALSE
"MGlcn109_e",TRUE,FALSE
"MGlcn109__rl_e",TRUE,FALSE
"MGlcn110_e",TRUE,FALSE
"MGlcn110__rl_e",TRUE,FALSE
"MGlcn111_e",TRUE,FALSE
"MGlcn111__rl_e",TRUE,FALSE
"MGlcn112_e",TRUE,FALSE
"MGlcn112__rl_e",TRUE,FALSE
"MGlcn113_e",TRUE,FALSE
"MGlcn113__rl_e",TRUE,FALSE
"MGlcn114_e",TRUE,FALSE
"MGlcn114__rl_e",TRUE,FALSE
"MGlcn115_e",TRUE,FALSE
"MGlcn115__rl_e",TRUE,FALSE
"MGlcn117_e",TRUE,FALSE
"MGlcn117__rl_e",TRUE,FALSE
"MGlcn120_e",TRUE,FALSE
"MGlcn120__rl_e",TRUE,FALSE
"MGlcn126_e",TRUE,FALSE
"MGlcn126__rl_e",TRUE,FALSE
"MGlcn12_e",TRUE,FALSE
"MGlcn12__rl_e",TRUE,FALSE
"MGlcn130_e",TRUE,FALSE
"MGlcn130__rl_e",TRUE,FALSE
"MGlcn131_e",TRUE,FALSE
"MGlcn131__rl_e",TRUE,FALSE
"MGlcn137_e",TRUE,FALSE
"MGlcn137__rl_e",TRUE,FALSE
"MGlcn138_e",TRUE,FALSE
"MGlcn138__rl_e",TRUE,FALSE
"MGlcn139_e",TRUE,FALSE
"MGlcn139__rl_e",TRUE,FALSE
"MGlcn13_e",TRUE,FALSE
"MGlcn13__rl_e",TRUE,FALSE
"MGlcn140_e",TRUE,FALSE
"MGlcn140__rl_e",TRUE,FALSE
"MGlcn141_e",TRUE,FALSE
"MGlcn141__rl_e",TRUE,FALSE
"MGlcn142_e",TRUE,FALSE
"MGlcn142__rl_e",TRUE,FALSE
"MGlcn143_e",TRUE,FALSE
"MGlcn143__rl_e",TRUE,FALSE
"MGlcn144_e",TRUE,FALSE
"MGlcn144__rl_e",TRUE,FALSE
"MGlcn145_e",TRUE,FALSE
"MGlcn145__rl_e",TRUE,FALSE
"MGlcn146_e",TRUE,FALSE
"MGlcn146__rl_e",TRUE,FALSE
"MGlcn147_e",TRUE,FALSE
"MGlcn147__rl_e",TRUE,FALSE
"MGlcn148_e",TRUE,FALSE
"MGlcn148__rl_e",TRUE,FALSE
"MGlcn149_e",TRUE,FALSE
"MGlcn149__rl_e",TRUE,FALSE
"MGlcn14_e",TRUE,FALSE
"MGlcn14__rl_e",TRUE,FALSE
"MGlcn150_e",TRUE,FALSE
"MGlcn150__rl_e",TRUE,FALSE
"MGlcn151_e",TRUE,FALSE
"MGlcn151__rl_e",TRUE,FALSE
"MGlcn152_e",TRUE,FALSE
"MGlcn152__rl_e",TRUE,FALSE
"MGlcn153_e",TRUE,FALSE
"MGlcn153__rl_e",TRUE,FALSE
"MGlcn154_e",TRUE,FALSE
"MGlcn154__rl_e",TRUE,FALSE
"MGlcn155_e",TRUE,FALSE
"MGlcn155__rl_e",TRUE,FALSE
"MGlcn156_e",TRUE,FALSE
"MGlcn156__rl_e",TRUE,FALSE
"MGlcn157_e",TRUE,FALSE
"MGlcn157__rl_e",TRUE,FALSE
"MGlcn158_e",TRUE,FALSE
"MGlcn158__rl_e",TRUE,FALSE
"MGlcn159_e",TRUE,FALSE
"MGlcn159__rl_e",TRUE,FALSE
"MGlcn160_e",TRUE,FALSE
"MGlcn160__rl_e",TRUE,FALSE
"MGlcn161_e",TRUE,FALSE
"MGlcn161__rl_e",TRUE,FALSE
"MGlcn163_e",TRUE,FALSE
"MGlcn163__rl_e",TRUE,FALSE
"MGlcn164_e",TRUE,FALSE
"MGlcn164__rl_e",TRUE,FALSE
"MGlcn165_e",TRUE,FALSE
"MGlcn165__rl_e",TRUE,FALSE
"MGlcn166_e",TRUE,FALSE
"MGlcn166__rl_e",TRUE,FALSE
"MGlcn167_e",TRUE,FALSE
"MGlcn167__rl_e",TRUE,FALSE
"MGlcn168_e",TRUE,FALSE
"MGlcn168__rl_e",TRUE,FALSE
"MGlcn169_e",TRUE,FALSE
"MGlcn169__rl_e",TRUE,FALSE
"MGlcn16_e",TRUE,FALSE
"MGlcn16__rl_e",TRUE,FALSE
"MGlcn170_e",TRUE,FALSE
"MGlcn170__rl_e",TRUE,FALSE
"MGlcn171_e",TRUE,FALSE
"MGlcn171__rl_e",TRUE,FALSE
"MGlcn172_e",TRUE,FALSE
"MGlcn172__rl_e",TRUE,FALSE
"MGlcn173_e",TRUE,FALSE
"MGlcn173__rl_e",TRUE,FALSE
"MGlcn174_e",TRUE,FALSE
"MGlcn174__rl_e",TRUE,FALSE
"MGlcn175_e",TRUE,FALSE
"MGlcn175__rl_e",TRUE,FALSE
"MGlcn176_e",TRUE,FALSE
"MGlcn176__rl_e",TRUE,FALSE
"MGlcn177_e",TRUE,FALSE
"MGlcn177__rl_e",TRUE,FALSE
"MGlcn178_e",TRUE,FALSE
"MGlcn178__rl_e",TRUE,FALSE
"MGlcn179_e",TRUE,FALSE
"MGlcn179__rl_e",TRUE,FALSE
"MGlcn180_e",TRUE,FALSE
"MGlcn180__rl_e",TRUE,FALSE
"MGlcn181_e",TRUE,FALSE
"MGlcn181__rl_e",TRUE,FALSE
"MGlcn182_e",TRUE,FALSE
"MGlcn182__rl_e",TRUE,FALSE
"MGlcn18_e",TRUE,FALSE
"MGlcn18__rl_e",TRUE,FALSE
"MGlcn195_e",TRUE,FALSE
"MGlcn195__rl_e",TRUE,FALSE
"MGlcn196_e",TRUE,FALSE
"MGlcn196__rl_e",TRUE,FALSE
"MGlcn21_e",TRUE,FALSE
"MGlcn21__rl_e",TRUE,FALSE
"MGlcn22_e",TRUE,FALSE
"MGlcn22__rl_e",TRUE,FALSE
"MGlcn23_e",TRUE,FALSE
"MGlcn23__rl_e",TRUE,FALSE
"MGlcn25_e",TRUE,FALSE
"MGlcn25__rl_e",TRUE,FALSE
"MGlcn26_e",TRUE,FALSE
"MGlcn26__rl_e",TRUE,FALSE
"MGlcn27_e",TRUE,FALSE
"MGlcn27__rl_e",TRUE,FALSE
"MGlcn28_e",TRUE,FALSE
"MGlcn28__rl_e",TRUE,FALSE
"MGlcn29_e",TRUE,FALSE
"MGlcn29__rl_e",TRUE,FALSE
"MGlcn2_e",TRUE,FALSE
"MGlcn2__rl_e",TRUE,FALSE
"MGlcn30_e",TRUE,FALSE
"MGlcn30__rl_e",TRUE,FALSE
"MGlcn31_e",TRUE,FALSE
"MGlcn31__rl_e",TRUE,FALSE
"MGlcn32_e",TRUE,FALSE
"MGlcn32__rl_e",TRUE,FALSE
"MGlcn34_e",TRUE,FALSE
"MGlcn34__rl_e",TRUE,FALSE
"MGlcn35_e",TRUE,FALSE
"MGlcn35__rl_e",TRUE,FALSE
"MGlcn36_e",TRUE,FALSE
"MGlcn36__rl_e",TRUE,FALSE
"MGlcn39_e",TRUE,FALSE
"MGlcn39__rl_e",TRUE,FALSE
"MGlcn3_e",TRUE,FALSE
"MGlcn3__rl_e",TRUE,FALSE
"MGlcn42_e",TRUE,FALSE
"MGlcn42__rl_e",TRUE,FALSE
"MGlcn45_e",TRUE,FALSE
"MGlcn45__rl_e",TRUE,FALSE
"MGlcn46_e",TRUE,FALSE
"MGlcn46__rl_e",TRUE,FALSE
"MGlcn48_e",TRUE,FALSE
"MGlcn48__rl_e",TRUE,FALSE
"MGlcn4_e",TRUE,FALSE
"MGlcn4__rl_e",TRUE,FALSE
"MGlcn51_e",TRUE,FALSE
"MGlcn51__rl_e",TRUE,FALSE
"MGlcn53_e",TRUE,FALSE
"MGlcn53__rl_e",TRUE,FALSE
"MGlcn55_e",TRUE,FALSE
"MGlcn55__rl_e",TRUE,FALSE
"MGlcn56_e",TRUE,FALSE
"MGlcn56__rl_e",TRUE,FALSE
"MGlcn57_e",TRUE,FALSE
"MGlcn57__rl_e",TRUE,FALSE
"MGlcn58_e",TRUE,FALSE
"MGlcn58__rl_e",TRUE,FALSE
"MGlcn5_e",TRUE,FALSE
"MGlcn5__rl_e",TRUE,FALSE
"MGlcn61_e",TRUE,FALSE
"MGlcn61__rl_e",TRUE,FALSE
"MGlcn64_e",TRUE,FALSE
"MGlcn64__rl_e",TRUE,FALSE
"MGlcn65_e",TRUE,FALSE
"MGlcn65__rl_e",TRUE,FALSE
"MGlcn66_e",TRUE,FALSE
"MGlcn66__rl_e",TRUE,FALSE
"MGlcn68_e",TRUE,FALSE
"MGlcn68__rl_e",TRUE,FALSE
"MGlcn69_e",TRUE,FALSE
"MGlcn69__rl_e",TRUE,FALSE
"MGlcn6_e",TRUE,FALSE
"MGlcn6__rl_e",TRUE,FALSE
"MGlcn70_e",TRUE,FALSE
"MGlcn70__rl_e",TRUE,FALSE
"MGlcn71_e",TRUE,FALSE
"MGlcn71__rl_e",TRUE,FALSE
"MGlcn72_e",TRUE,FALSE
"MGlcn72__rl_e",TRUE,FALSE
"MGlcn74_e",TRUE,FALSE
"MGlcn74__rl_e",TRUE,FALSE
"MGlcn75_e",TRUE,FALSE
"MGlcn75__rl_e",TRUE,FALSE
"MGlcn77_e",TRUE,FALSE
"MGlcn77__rl_e",TRUE,FALSE
"MGlcn78_e",TRUE,FALSE
"MGlcn78__rl_e",TRUE,FALSE
"MGlcn79_e",TRUE,FALSE
"MGlcn79__rl_e",TRUE,FALSE
"MGlcn80_e",TRUE,FALSE
"MGlcn80__rl_e",TRUE,FALSE
"MGlcn81_e",TRUE,FALSE
"MGlcn81__rl_e",TRUE,FALSE
"MGlcn82_e",TRUE,FALSE
"MGlcn82__rl_e",TRUE,FALSE
"MGlcn83_e",TRUE,FALSE
"MGlcn83__rl_e",TRUE,FALSE
"MGlcn84_e",TRUE,FALSE
"MGlcn84__rl_e",TRUE,FALSE
"MGlcn85_e",TRUE,FALSE
"MGlcn85__rl_e",TRUE,FALSE
"MGlcn90_e",TRUE,FALSE
"MGlcn90__rl_e",TRUE,FALSE
"MGlcn91_e",TRUE,FALSE
"MGlcn91__rl_e",TRUE,FALSE
"MGlcn92_e",TRUE,FALSE
"MGlcn92__rl_e",TRUE,FALSE
"MGlcn93_e",TRUE,FALSE
"MGlcn93__rl_e",TRUE,FALSE
"MGlcn94_e",TRUE,FALSE
"MGlcn94__rl_e",TRUE,FALSE
"MGlcn95_e",TRUE,FALSE
"MGlcn95__rl_e",TRUE,FALSE
"MGlcn96_e",TRUE,FALSE
"MGlcn96__rl_e",TRUE,FALSE
"MGlcn97_e",TRUE,FALSE
"MGlcn97__rl_e",TRUE,FALSE
"MGlcn98_e",TRUE,FALSE
"MGlcn98__rl_e",TRUE,FALSE
"MGlcn99_e",TRUE,FALSE
"MGlcn99__rl_e",TRUE,FALSE
"N1aspmd_c",TRUE,FALSE
"Naccitr__L_c",TRUE,FALSE
"PGP_c",TRUE,FALSE
"PGPm1_c",TRUE,FALSE
"T__antigen_e",TRUE,FALSE
"Tn__antigen_e",TRUE,FALSE
"aacald_c",TRUE,FALSE
"aacoa_c",TRUE,FALSE
"aact_c",TRUE,FALSE
"acACP_c",TRUE,FALSE
"ac_c",TRUE,FALSE
"ac_e",TRUE,FALSE
"acac_c",TRUE,FALSE
"acac_e",TRUE,FALSE
"acald_c",TRUE,FALSE
"acald_e",TRUE,FALSE
"accoa_c",TRUE,FALSE
"acg5p_c",TRUE,FALSE
"acg5sa_c",TRUE,FALSE
"acgal6p_c",TRUE,FALSE
"acgal_c",TRUE,FALSE
"acgal_e",TRUE,FALSE
"acgam1p_c",TRUE,FALSE
"acgam6p_c",TRUE,FALSE
"acgam_e",TRUE,FALSE
"acglu_c",TRUE,FALSE
"achms_c",TRUE,FALSE
"acmalt_c",TRUE,FALSE
"acmana_c",TRUE,FALSE
"acmanap_c",TRUE,FALSE
"acnam2a6agal_e",TRUE,FALSE
"acnam_c",TRUE,FALSE
"acnam_e",TRUE,FALSE
"acon__C_c",TRUE,FALSE
"acon__T_c",TRUE,FALSE
"aconm_c",TRUE,FALSE
"acorn_c",TRUE,FALSE
"acser_c",TRUE,FALSE
"actACP_c",TRUE,FALSE
"actp_c",TRUE,FALSE
"adcobdam_c",TRUE,FALSE
"ade_c",TRUE,FALSE
"adhlam_c",TRUE,FALSE
"adn_c",TRUE,FALSE
"adn_e",TRUE,FALSE
"adocbi_c",TRUE,FALSE
"adocbip_c",TRUE,FALSE
"adocbl_c",TRUE,FALSE
"adocbl_e",TRUE,FALSE
"adp_c",TRUE,FALSE
"adpglc_c",TRUE,FALSE
"adphep__DD_c",TRUE,FALSE
"adphep__LD_c",TRUE,FALSE
"adprib_c",TRUE,FALSE
"adsel_c",TRUE,FALSE
"agam1b3agal_e",TRUE,FALSE
"agam1b6agal_e",TRUE,FALSE
"agdpcbi_c",TRUE,FALSE
"agm_c",TRUE,FALSE
"ahcys_c",TRUE,FALSE
"ahdt_c",TRUE,FALSE
"ai15tca1_c",TRUE,FALSE
"ai15tcaacgam_c",TRUE,FALSE
"ai17tca1_c",TRUE,FALSE
"ai17tcaacgam_c",TRUE,FALSE
"aicar_c",TRUE,FALSE
"aihpdcoa_c",TRUE,FALSE
"aipdcoa_c",TRUE,FALSE
"air_c",TRUE,FALSE
"akg_c",TRUE,FALSE
"akg_e",TRUE,FALSE
"ala__B_c",TRUE,FALSE
"ala__D_c",TRUE,FALSE
"ala__D_e",TRUE,FALSE
"ala__L_c",TRUE,FALSE
"ala__L_e",TRUE,FALSE
"alaala_c",TRUE,FALSE
"alaasp_c",TRUE,FALSE
"alaasp_e",TRUE,FALSE
"alac__S_c",TRUE,FALSE
"alagln_c",TRUE,FALSE
"alagln_e",TRUE,FALSE
"alaglu_c",TRUE,FALSE
"alaglu_e",TRUE,FALSE
"alagly_c",TRUE,FALSE
"alagly_e",TRUE,FALSE
"alahis_c",TRUE,FALSE
